"","PE_level","trialN","id_acc","trial_acc","session","SubNum","PE","scn_condition","exp"
"3860","0.1",116,1,"Correct","ImmediateRec",15,0.351381333726954,"Strong","Experiment1"
"3865","0.5",121,1,"Correct","ImmediateRec",15,0.683329279940066,"Flat","Experiment1"
"3866","0.9",122,1,"Incorrect","ImmediateRec",15,0.852602673419674,"Strong","Experiment1"
"3872","0.1",128,1,"Correct","ImmediateRec",15,0.333480776216023,"Strong","Experiment1"
"3873","0.1",129,1,"Correct","ImmediateRec",15,0.325298454784469,"Strong","Experiment1"
"3874","0.1",130,1,"Correct","ImmediateRec",15,0.325199449170068,"Strong","Experiment1"
"3875","0.5",131,1,"Correct","ImmediateRec",15,0.682170982539226,"Flat","Experiment1"
"3877","0.1",133,1,"Correct","ImmediateRec",15,0.333822180276403,"Strong","Experiment1"
"3881","0.5",137,0,"Incorrect","ImmediateRec",15,0.674645443047786,"Flat","Experiment1"
"3885","0.5",141,1,"Correct","ImmediateRec",15,0.673543959342013,"Flat","Experiment1"
"3887","0.5",143,1,"Incorrect","ImmediateRec",15,0.710585524123077,"Flat","Experiment1"
"3891","0.9",147,0,"Incorrect","ImmediateRec",15,0.859971438710141,"Strong","Experiment1"
"3893","0.5",149,0,"Incorrect","ImmediateRec",15,0.699314725931363,"Flat","Experiment1"
"3895","0.9",151,0,"Incorrect","ImmediateRec",15,0.862148250171215,"Strong","Experiment1"
"3898","0.1",154,0,"Correct","ImmediateRec",15,0.319002732798638,"Strong","Experiment1"
"3902","0.1",158,0,"Correct","ImmediateRec",15,0.301877802371196,"Strong","Experiment1"
"3908","0.5",164,1,"Correct","ImmediateRec",15,0.649435545951202,"Flat","Experiment1"
"3909","0.5",165,1,"Correct","ImmediateRec",15,0.666387542414063,"Flat","Experiment1"
"3913","0.9",169,1,"Incorrect","ImmediateRec",15,0.850342638125238,"Strong","Experiment1"
"3917","0.5",173,1,"Incorrect","ImmediateRec",15,0.710939245662915,"Flat","Experiment1"
"3921","0.5",177,1,"Incorrect","ImmediateRec",15,0.642414173522822,"Flat","Experiment1"
"3923","0.1",179,1,"Correct","ImmediateRec",15,0.259600285271681,"Strong","Experiment1"
"3925","0.5",181,1,"Incorrect","ImmediateRec",15,0.711726575014042,"Flat","Experiment1"
"3930","0.1",186,1,"Correct","ImmediateRec",15,0.290543062061458,"Strong","Experiment1"
"3931","0.9",187,1,"Incorrect","ImmediateRec",15,0.817394588133335,"Strong","Experiment1"
"3932","0.9",188,1,"Incorrect","ImmediateRec",15,0.865734131817115,"Strong","Experiment1"
"3936","0.9",192,1,"Incorrect","ImmediateRec",15,0.855553883014455,"Strong","Experiment1"
"3941","0.5",197,1,"Correct","ImmediateRec",15,0.675543575348496,"Flat","Experiment1"
"3942","0.1",198,1,"Correct","ImmediateRec",15,0.313678570234869,"Strong","Experiment1"
"3943","0.9",199,1,"Incorrect","ImmediateRec",15,0.807048522004679,"Strong","Experiment1"
"3947","0.1",203,0,"Correct","ImmediateRec",15,0.299646143543833,"Strong","Experiment1"
"3948","0.5",204,0,"Incorrect","ImmediateRec",15,0.683495682612182,"Flat","Experiment1"
"3949","0.9",205,1,"Incorrect","ImmediateRec",15,0.902001014788879,"Strong","Experiment1"
"3953","0.1",209,1,"Correct","ImmediateRec",15,0.302088893984714,"Strong","Experiment1"
"3954","0.1",210,1,"Correct","ImmediateRec",15,0.286888505886784,"Strong","Experiment1"
"3960","0.5",216,1,"Incorrect","ImmediateRec",15,0.671350911014226,"Flat","Experiment1"
"3968","0.1",224,1,"Correct","ImmediateRec",15,0.26062636626703,"Strong","Experiment1"
"3970","0.1",226,1,"Correct","ImmediateRec",15,0.259435342525621,"Strong","Experiment1"
"3979","0.1",235,1,"Correct","ImmediateRec",15,0.24784282130805,"Strong","Experiment1"
"3980","0.5",236,0,"Incorrect","ImmediateRec",15,0.68422580124986,"Flat","Experiment1"
"3983","0.5",239,1,"Incorrect","ImmediateRec",15,0.663254604922809,"Flat","Experiment1"
"3986","0.5",242,1,"Incorrect","ImmediateRec",15,0.667234424122441,"Flat","Experiment1"
"4001","0.5",257,1,"Incorrect","ImmediateRec",15,0.690754340611464,"Flat","Experiment1"
"4014","0.1",270,1,"Correct","ImmediateRec",15,0.21785208862653,"Strong","Experiment1"
"4022","0.9",278,1,"Incorrect","ImmediateRec",15,0.899817877972251,"Strong","Experiment1"
"4035","0.5",291,1,"Incorrect","ImmediateRec",15,0.675789262270725,"Flat","Experiment1"
"4041","0.9",297,1,"Incorrect","ImmediateRec",15,0.885356251627709,"Strong","Experiment1"
"4044","0.9",300,1,"Incorrect","ImmediateRec",15,0.889197683123623,"Strong","Experiment1"
"4046","0.1",302,1,"Correct","ImmediateRec",15,0.26933459514315,"Strong","Experiment1"
"4048","0.5",304,1,"Correct","ImmediateRec",15,0.686109110907079,"Flat","Experiment1"
"4051","0.5",307,1,"Correct","ImmediateRec",15,0.673510306446152,"Flat","Experiment1"
"4055","0.1",311,1,"Correct","ImmediateRec",15,0.246603237879356,"Strong","Experiment1"
"4373","0.1",5,1,"Correct","ImmediateRec",17,0.243540729430674,"Strong","Experiment1"
"4374","0.9",6,1,"Incorrect","ImmediateRec",17,0.880707911485523,"Strong","Experiment1"
"4378","0.9",10,0,"Incorrect","ImmediateRec",17,0.883004997356485,"Strong","Experiment1"
"4379","0.9",11,1,"Correct","ImmediateRec",17,0.795950055086545,"Strong","Experiment1"
"4389","0.9",21,1,"Incorrect","ImmediateRec",17,0.941018059763574,"Strong","Experiment1"
"4392","0.1",24,1,"Correct","ImmediateRec",17,0.275031904797848,"Strong","Experiment1"
"4394","0.5",26,1,"Incorrect","ImmediateRec",17,0.646002638858056,"Flat","Experiment1"
"4399","0.9",31,1,"Incorrect","ImmediateRec",17,0.89112317282654,"Strong","Experiment1"
"4400","0.5",32,0,"Incorrect","ImmediateRec",17,0.61673351702647,"Flat","Experiment1"
"4407","0.5",39,0,"Correct","ImmediateRec",17,0.746571767746048,"Flat","Experiment1"
"4408","0.9",40,0,"Incorrect","ImmediateRec",17,0.917907325645859,"Strong","Experiment1"
"4410","0.9",42,0,"Incorrect","ImmediateRec",17,0.888848620515149,"Strong","Experiment1"
"4411","0.5",43,0,"Incorrect","ImmediateRec",17,0.75757067974585,"Flat","Experiment1"
"4412","0.9",44,1,"Incorrect","ImmediateRec",17,0.855906870624333,"Strong","Experiment1"
"4415","0.5",47,1,"Incorrect","ImmediateRec",17,0.714146686677094,"Flat","Experiment1"
"4417","0.5",49,1,"Correct","ImmediateRec",17,0.694364855723127,"Flat","Experiment1"
"4419","0.5",51,0,"Incorrect","ImmediateRec",17,0.706814871865181,"Flat","Experiment1"
"4420","0.5",52,1,"Correct","ImmediateRec",17,0.686600826698293,"Flat","Experiment1"
"4422","0.5",54,1,"Incorrect","ImmediateRec",17,0.672905509215955,"Flat","Experiment1"
"4425","0.1",57,1,"Correct","ImmediateRec",17,0.153629026792621,"Strong","Experiment1"
"4430","0.1",62,1,"Correct","ImmediateRec",17,0.124829890837963,"Strong","Experiment1"
"4434","0.5",66,0,"Incorrect","ImmediateRec",17,0.739062931271431,"Flat","Experiment1"
"4435","0.9",67,1,"Incorrect","ImmediateRec",17,0.868759268534739,"Strong","Experiment1"
"4439","0.5",71,0,"Incorrect","ImmediateRec",17,0.77155710780017,"Flat","Experiment1"
"4453","0.1",85,0,"Correct","ImmediateRec",17,0.304790613385043,"Strong","Experiment1"
"4454","0.5",86,0,"Incorrect","ImmediateRec",17,0.645352760062622,"Flat","Experiment1"
"4460","0.9",92,0,"Incorrect","ImmediateRec",17,0.932411126472143,"Strong","Experiment1"
"4463","0.5",95,1,"Incorrect","ImmediateRec",17,0.660612669495835,"Flat","Experiment1"
"4464","0.9",96,1,"Incorrect","ImmediateRec",17,0.974143220485238,"Strong","Experiment1"
"4475","0.5",107,1,"Incorrect","ImmediateRec",17,0.679921293343763,"Flat","Experiment1"
"4476","0.5",108,1,"Incorrect","ImmediateRec",17,0.686867052541776,"Flat","Experiment1"
"4481","0.9",113,1,"Incorrect","ImmediateRec",17,0.927455207308618,"Strong","Experiment1"
"4484","0.1",116,1,"Correct","ImmediateRec",17,0.147387338870814,"Strong","Experiment1"
"4489","0.5",121,1,"Correct","ImmediateRec",17,0.71187561697404,"Flat","Experiment1"
"4490","0.9",122,1,"Incorrect","ImmediateRec",17,0.967207491615093,"Strong","Experiment1"
"4496","0.1",128,1,"Correct","ImmediateRec",17,0.167822860120183,"Strong","Experiment1"
"4497","0.1",129,1,"Correct","ImmediateRec",17,0.222994214896014,"Strong","Experiment1"
"4498","0.1",130,0,"Correct","ImmediateRec",17,0.151277303251222,"Strong","Experiment1"
"4499","0.5",131,1,"Incorrect","ImmediateRec",17,0.69685866608863,"Flat","Experiment1"
"4501","0.1",133,1,"Correct","ImmediateRec",17,0.230109991142601,"Strong","Experiment1"
"4505","0.5",137,1,"Correct","ImmediateRec",17,0.677017572363699,"Flat","Experiment1"
"4509","0.5",141,1,"Incorrect","ImmediateRec",17,0.664815683313948,"Flat","Experiment1"
"4511","0.5",143,1,"Correct","ImmediateRec",17,0.819100567925062,"Flat","Experiment1"
"4515","0.9",147,1,"Incorrect","ImmediateRec",17,0.91442700229369,"Strong","Experiment1"
"4517","0.5",149,1,"Correct","ImmediateRec",17,0.773200716001549,"Flat","Experiment1"
"4519","0.9",151,1,"Incorrect","ImmediateRec",17,0.944140606950735,"Strong","Experiment1"
"4522","0.1",154,0,"Correct","ImmediateRec",17,0.245815311017682,"Strong","Experiment1"
"4526","0.1",158,1,"Correct","ImmediateRec",17,0.151923899239689,"Strong","Experiment1"
"4532","0.5",164,1,"Incorrect","ImmediateRec",17,0.636042128453165,"Flat","Experiment1"
"4533","0.5",165,1,"Correct","ImmediateRec",17,0.648693980172964,"Flat","Experiment1"
"4537","0.9",169,1,"Incorrect","ImmediateRec",17,0.871292593870361,"Strong","Experiment1"
"4541","0.5",173,1,"Incorrect","ImmediateRec",17,0.823673434461246,"Flat","Experiment1"
"4545","0.5",177,1,"Incorrect","ImmediateRec",17,0.615399749927702,"Flat","Experiment1"
"4547","0.1",179,1,"Correct","ImmediateRec",17,0.0815008301418289,"Strong","Experiment1"
"4549","0.5",181,1,"Correct","ImmediateRec",17,0.770763972689692,"Flat","Experiment1"
"4554","0.1",186,0,"Correct","ImmediateRec",17,0.191078850211512,"Strong","Experiment1"
"4555","0.9",187,0,"Incorrect","ImmediateRec",17,0.740517458671272,"Strong","Experiment1"
"4556","0.9",188,1,"Incorrect","ImmediateRec",17,0.959103302709591,"Strong","Experiment1"
"4560","0.9",192,1,"Incorrect","ImmediateRec",17,0.900788913126578,"Strong","Experiment1"
"4565","0.5",197,0,"Incorrect","ImmediateRec",17,0.707344785995659,"Flat","Experiment1"
"4566","0.1",198,1,"Correct","ImmediateRec",17,0.31181235684279,"Strong","Experiment1"
"4567","0.9",199,0,"Incorrect","ImmediateRec",17,0.729838452661489,"Strong","Experiment1"
"4571","0.1",203,0,"Correct","ImmediateRec",17,0.257779649501604,"Strong","Experiment1"
"4572","0.5",204,0,"Incorrect","ImmediateRec",17,0.692155231776539,"Flat","Experiment1"
"4573","0.9",205,1,"Incorrect","ImmediateRec",17,0.993512580566446,"Strong","Experiment1"
"4577","0.1",209,1,"Correct","ImmediateRec",17,0.277675888433071,"Strong","Experiment1"
"4578","0.1",210,0,"Correct","ImmediateRec",17,0.261765400292727,"Strong","Experiment1"
"4584","0.5",216,1,"Incorrect","ImmediateRec",17,0.704154828910638,"Flat","Experiment1"
"4592","0.1",224,1,"Correct","ImmediateRec",17,0.155500340647685,"Strong","Experiment1"
"4594","0.1",226,0,"Correct","ImmediateRec",17,0.172823527136048,"Strong","Experiment1"
"4603","0.1",235,0,"Correct","ImmediateRec",17,0.126350410163823,"Strong","Experiment1"
"4604","0.5",236,1,"Correct","ImmediateRec",17,0.653402590283411,"Flat","Experiment1"
"4607","0.5",239,1,"Incorrect","ImmediateRec",17,0.670744115118939,"Flat","Experiment1"
"4610","0.5",242,1,"Correct","ImmediateRec",17,0.588984014005312,"Flat","Experiment1"
"4625","0.5",257,1,"Incorrect","ImmediateRec",17,0.724543667845031,"Flat","Experiment1"
"4638","0.1",270,1,"Correct","ImmediateRec",17,0.0720331975840622,"Strong","Experiment1"
"4646","0.9",278,0,"Incorrect","ImmediateRec",17,0.903768413299827,"Strong","Experiment1"
"4659","0.5",291,1,"Correct","ImmediateRec",17,0.703838934077955,"Flat","Experiment1"
"4665","0.9",297,0,"Incorrect","ImmediateRec",17,0.872911422473564,"Strong","Experiment1"
"4668","0.9",300,1,"Incorrect","ImmediateRec",17,0.877638514155334,"Strong","Experiment1"
"4670","0.1",302,0,"Correct","ImmediateRec",17,0.313164820340217,"Strong","Experiment1"
"4672","0.5",304,1,"Incorrect","ImmediateRec",17,0.698136928086192,"Flat","Experiment1"
"4675","0.5",307,1,"Correct","ImmediateRec",17,0.678478065893945,"Flat","Experiment1"
"4679","0.1",311,1,"Correct","ImmediateRec",17,0.233153822249519,"Strong","Experiment1"
"4685","0.1",5,1,"Correct","ImmediateRec",18,0.272025758891482,"Strong","Experiment1"
"4686","0.9",6,0,"Incorrect","ImmediateRec",18,0.868602670696267,"Strong","Experiment1"
"4690","0.9",10,1,"Incorrect","ImmediateRec",18,0.873332280165819,"Strong","Experiment1"
"4691","0.9",11,1,"Incorrect","ImmediateRec",18,0.801032540292041,"Strong","Experiment1"
"4701","0.9",21,0,"Incorrect","ImmediateRec",18,0.924385826666839,"Strong","Experiment1"
"4704","0.1",24,0,"Correct","ImmediateRec",18,0.285088554347273,"Strong","Experiment1"
"4706","0.5",26,1,"Incorrect","ImmediateRec",18,0.648877447145658,"Flat","Experiment1"
"4711","0.9",31,1,"Incorrect","ImmediateRec",18,0.879729977194943,"Strong","Experiment1"
"4712","0.5",32,1,"Incorrect","ImmediateRec",18,0.62381851216073,"Flat","Experiment1"
"4719","0.5",39,1,"Correct","ImmediateRec",18,0.73604857024076,"Flat","Experiment1"
"4720","0.9",40,0,"Incorrect","ImmediateRec",18,0.906631812301323,"Strong","Experiment1"
"4722","0.9",42,0,"Incorrect","ImmediateRec",18,0.882603110003711,"Strong","Experiment1"
"4723","0.5",43,1,"Incorrect","ImmediateRec",18,0.744578358507509,"Flat","Experiment1"
"4724","0.9",44,1,"Incorrect","ImmediateRec",18,0.850997735651022,"Strong","Experiment1"
"4727","0.5",47,1,"Incorrect","ImmediateRec",18,0.709185992032676,"Flat","Experiment1"
"4729","0.5",49,0,"Incorrect","ImmediateRec",18,0.687974561853962,"Flat","Experiment1"
"4731","0.5",51,1,"Incorrect","ImmediateRec",18,0.697204994328705,"Flat","Experiment1"
"4732","0.5",52,0,"Correct","ImmediateRec",18,0.684354568466273,"Flat","Experiment1"
"4734","0.5",54,1,"Incorrect","ImmediateRec",18,0.669331661470066,"Flat","Experiment1"
"4737","0.1",57,1,"Correct","ImmediateRec",18,0.176466191697216,"Strong","Experiment1"
"4742","0.1",62,1,"Correct","ImmediateRec",18,0.148457726381451,"Strong","Experiment1"
"4746","0.5",66,0,"Incorrect","ImmediateRec",18,0.73029447821898,"Flat","Experiment1"
"4747","0.9",67,0,"Incorrect","ImmediateRec",18,0.865198175514971,"Strong","Experiment1"
"4751","0.5",71,1,"Incorrect","ImmediateRec",18,0.757900069543272,"Flat","Experiment1"
"4765","0.1",85,0,"Correct","ImmediateRec",18,0.305778194119302,"Strong","Experiment1"
"4766","0.5",86,1,"Incorrect","ImmediateRec",18,0.645882344730874,"Flat","Experiment1"
"4772","0.9",92,1,"Incorrect","ImmediateRec",18,0.931484380427441,"Strong","Experiment1"
"4775","0.5",95,1,"Incorrect","ImmediateRec",18,0.659415162350383,"Flat","Experiment1"
"4776","0.9",96,0,"Incorrect","ImmediateRec",18,0.963895436780316,"Strong","Experiment1"
"4787","0.5",107,1,"Correct","ImmediateRec",18,0.676354153076108,"Flat","Experiment1"
"4788","0.5",108,0,"Incorrect","ImmediateRec",18,0.686051769054352,"Flat","Experiment1"
"4793","0.9",113,1,"Incorrect","ImmediateRec",18,0.924761015781727,"Strong","Experiment1"
"4796","0.1",116,0,"Correct","ImmediateRec",18,0.166994063504163,"Strong","Experiment1"
"4801","0.5",121,1,"Incorrect","ImmediateRec",18,0.706179881311485,"Flat","Experiment1"
"4802","0.9",122,0,"Incorrect","ImmediateRec",18,0.957739364306667,"Strong","Experiment1"
"4808","0.1",128,1,"Correct","ImmediateRec",18,0.178052609627995,"Strong","Experiment1"
"4809","0.1",129,1,"Correct","ImmediateRec",18,0.22159546143807,"Strong","Experiment1"
"4810","0.1",130,0,"Correct","ImmediateRec",18,0.163312335333419,"Strong","Experiment1"
"4811","0.5",131,1,"Correct","ImmediateRec",18,0.695125706882153,"Flat","Experiment1"
"4813","0.1",133,1,"Correct","ImmediateRec",18,0.231060779743816,"Strong","Experiment1"
"4817","0.5",137,1,"Incorrect","ImmediateRec",18,0.676882067036023,"Flat","Experiment1"
"4821","0.5",141,1,"Incorrect","ImmediateRec",18,0.667582395597438,"Flat","Experiment1"
"4823","0.5",143,0,"Incorrect","ImmediateRec",18,0.798489576622822,"Flat","Experiment1"
"4827","0.9",147,0,"Incorrect","ImmediateRec",18,0.913289166404175,"Strong","Experiment1"
"4829","0.5",149,0,"Incorrect","ImmediateRec",18,0.758316616862332,"Flat","Experiment1"
"4831","0.9",151,0,"Incorrect","ImmediateRec",18,0.939114572231538,"Strong","Experiment1"
"4834","0.1",154,0,"Correct","ImmediateRec",18,0.239621226374353,"Strong","Experiment1"
"4838","0.1",158,0,"Correct","ImmediateRec",18,0.163534285617461,"Strong","Experiment1"
"4844","0.5",164,1,"Correct","ImmediateRec",18,0.634946957737452,"Flat","Experiment1"
"4845","0.5",165,1,"Incorrect","ImmediateRec",18,0.652234360563477,"Flat","Experiment1"
"4849","0.9",169,1,"Incorrect","ImmediateRec",18,0.874749399777309,"Strong","Experiment1"
"4853","0.5",173,1,"Incorrect","ImmediateRec",18,0.802050288637076,"Flat","Experiment1"
"4857","0.5",177,1,"Correct","ImmediateRec",18,0.616955132728689,"Flat","Experiment1"
"4859","0.1",179,1,"Correct","ImmediateRec",18,0.0973716867822417,"Strong","Experiment1"
"4861","0.5",181,1,"Incorrect","ImmediateRec",18,0.76472443764606,"Flat","Experiment1"
"4866","0.1",186,0,"Correct","ImmediateRec",18,0.194744509987796,"Strong","Experiment1"
"4867","0.9",187,1,"Incorrect","ImmediateRec",18,0.765571111223054,"Strong","Experiment1"
"4868","0.9",188,1,"Incorrect","ImmediateRec",18,0.950156571866532,"Strong","Experiment1"
"4872","0.9",192,0,"Incorrect","ImmediateRec",18,0.900842468542767,"Strong","Experiment1"
"4877","0.5",197,1,"Correct","ImmediateRec",18,0.697917974188636,"Flat","Experiment1"
"4878","0.1",198,1,"Correct","ImmediateRec",18,0.292171823593445,"Strong","Experiment1"
"4879","0.9",199,0,"Incorrect","ImmediateRec",18,0.74946008185248,"Strong","Experiment1"
"4883","0.1",203,1,"Correct","ImmediateRec",18,0.253547531840849,"Strong","Experiment1"
"4884","0.5",204,0,"Incorrect","ImmediateRec",18,0.694822631652919,"Flat","Experiment1"
"4885","0.9",205,1,"Incorrect","ImmediateRec",18,0.988694128458128,"Strong","Experiment1"
"4889","0.1",209,0,"Correct","ImmediateRec",18,0.271578688008837,"Strong","Experiment1"
"4890","0.1",210,1,"Correct","ImmediateRec",18,0.24829725822004,"Strong","Experiment1"
"4896","0.5",216,0,"Correct","ImmediateRec",18,0.694410674279567,"Flat","Experiment1"
"4904","0.1",224,0,"Correct","ImmediateRec",18,0.161431325504748,"Strong","Experiment1"
"4906","0.1",226,1,"Correct","ImmediateRec",18,0.175733479255149,"Strong","Experiment1"
"4915","0.1",235,0,"Correct","ImmediateRec",18,0.135809172967816,"Strong","Experiment1"
"4916","0.5",236,1,"Correct","ImmediateRec",18,0.666020697337066,"Flat","Experiment1"
"4919","0.5",239,1,"Correct","ImmediateRec",18,0.666980851962095,"Flat","Experiment1"
"4922","0.5",242,1,"Correct","ImmediateRec",18,0.610883466913293,"Flat","Experiment1"
"4937","0.5",257,0,"Incorrect","ImmediateRec",18,0.720128746581729,"Flat","Experiment1"
"4950","0.1",270,1,"Correct","ImmediateRec",18,0.0883108535537128,"Strong","Experiment1"
"4958","0.9",278,1,"Incorrect","ImmediateRec",18,0.910689153404623,"Strong","Experiment1"
"4971","0.5",291,1,"Incorrect","ImmediateRec",18,0.696472789553857,"Flat","Experiment1"
"4977","0.9",297,1,"Incorrect","ImmediateRec",18,0.880223270565265,"Strong","Experiment1"
"4980","0.9",300,0,"Incorrect","ImmediateRec",18,0.883430573490672,"Strong","Experiment1"
"4982","0.1",302,0,"Correct","ImmediateRec",18,0.300912323907336,"Strong","Experiment1"
"4984","0.5",304,0,"Incorrect","ImmediateRec",18,0.697387720479146,"Flat","Experiment1"
"4987","0.5",307,1,"Correct","ImmediateRec",18,0.677053453859619,"Flat","Experiment1"
"4991","0.1",311,1,"Correct","ImmediateRec",18,0.227822358814542,"Strong","Experiment1"
"5621","0.1",5,1,"Correct","ImmediateRec",21,0.171715771610023,"Strong","Experiment1"
"5622","0.9",6,1,"Incorrect","ImmediateRec",21,0.90673634923936,"Strong","Experiment1"
"5626","0.9",10,1,"Incorrect","ImmediateRec",21,0.89383834657192,"Strong","Experiment1"
"5627","0.9",11,0,"Correct","ImmediateRec",21,0.736080030316981,"Strong","Experiment1"
"5637","0.9",21,1,"Incorrect","ImmediateRec",21,0.981830156442993,"Strong","Experiment1"
"5640","0.1",24,0,"Correct","ImmediateRec",21,0.287442976072253,"Strong","Experiment1"
"5642","0.5",26,0,"Incorrect","ImmediateRec",21,0.631816086033915,"Flat","Experiment1"
"5647","0.9",31,1,"Incorrect","ImmediateRec",21,0.9257481194845,"Strong","Experiment1"
"5648","0.5",32,0,"Incorrect","ImmediateRec",21,0.585134038016862,"Flat","Experiment1"
"5655","0.5",39,1,"Correct","ImmediateRec",21,0.794506568399085,"Flat","Experiment1"
"5656","0.9",40,1,"Incorrect","ImmediateRec",21,0.94757980017763,"Strong","Experiment1"
"5658","0.9",42,1,"Incorrect","ImmediateRec",21,0.893076695947035,"Strong","Experiment1"
"5659","0.5",43,1,"Incorrect","ImmediateRec",21,0.816019703268959,"Flat","Experiment1"
"5660","0.9",44,1,"Incorrect","ImmediateRec",21,0.867284519451255,"Strong","Experiment1"
"5663","0.5",47,1,"Incorrect","ImmediateRec",21,0.72988719565537,"Flat","Experiment1"
"5665","0.5",49,0,"Incorrect","ImmediateRec",21,0.730452226348092,"Flat","Experiment1"
"5667","0.5",51,1,"Incorrect","ImmediateRec",21,0.761707248463127,"Flat","Experiment1"
"5668","0.5",52,0,"Incorrect","ImmediateRec",21,0.702056008137575,"Flat","Experiment1"
"5670","0.5",54,0,"Correct","ImmediateRec",21,0.693054666713621,"Flat","Experiment1"
"5673","0.1",57,1,"Correct","ImmediateRec",21,0.0842286473031939,"Strong","Experiment1"
"5678","0.1",62,0,"Correct","ImmediateRec",21,0.057120491066188,"Strong","Experiment1"
"5682","0.5",66,1,"Incorrect","ImmediateRec",21,0.777207913999742,"Flat","Experiment1"
"5683","0.9",67,0,"Incorrect","ImmediateRec",21,0.878334521163273,"Strong","Experiment1"
"5687","0.5",71,0,"Correct","ImmediateRec",21,0.830775204551407,"Flat","Experiment1"
"5701","0.1",85,0,"Correct","ImmediateRec",21,0.322051972290509,"Strong","Experiment1"
"5702","0.5",86,1,"Incorrect","ImmediateRec",21,0.646497238711988,"Flat","Experiment1"
"5708","0.9",92,1,"Incorrect","ImmediateRec",21,0.93230758024366,"Strong","Experiment1"
"5711","0.5",95,1,"Incorrect","ImmediateRec",21,0.674689056899034,"Flat","Experiment1"
"5712","0.9",96,0,"Incorrect","ImmediateRec",21,0.994788610687072,"Strong","Experiment1"
"5723","0.5",107,1,"Incorrect","ImmediateRec",21,0.707800132810433,"Flat","Experiment1"
"5724","0.5",108,0,"Incorrect","ImmediateRec",21,0.679524283545963,"Flat","Experiment1"
"5729","0.9",113,0,"Incorrect","ImmediateRec",21,0.931530467314734,"Strong","Experiment1"
"5732","0.1",116,1,"Correct","ImmediateRec",21,0.0827157735277423,"Strong","Experiment1"
"5737","0.5",121,1,"Incorrect","ImmediateRec",21,0.742436031239871,"Flat","Experiment1"
"5738","0.9",122,0,"Incorrect","ImmediateRec",21,0.990173134474636,"Strong","Experiment1"
"5744","0.1",128,1,"Correct","ImmediateRec",21,0.151019057503432,"Strong","Experiment1"
"5745","0.1",129,0,"Incorrect","ImmediateRec",21,0.226721497631362,"Strong","Experiment1"
"5746","0.1",130,1,"Incorrect","ImmediateRec",21,0.124364895343661,"Strong","Experiment1"
"5747","0.5",131,1,"Correct","ImmediateRec",21,0.7039143227566,"Flat","Experiment1"
"5749","0.1",133,1,"Correct","ImmediateRec",21,0.236532627532,"Strong","Experiment1"
"5753","0.5",137,0,"Incorrect","ImmediateRec",21,0.679985699960859,"Flat","Experiment1"
"5757","0.5",141,1,"Correct","ImmediateRec",21,0.653861821972502,"Flat","Experiment1"
"5759","0.5",143,0,"Incorrect","ImmediateRec",21,0.897657239120081,"Flat","Experiment1"
"5763","0.9",147,1,"Incorrect","ImmediateRec",21,0.927567404608232,"Strong","Experiment1"
"5765","0.5",149,1,"Incorrect","ImmediateRec",21,0.840231174631118,"Flat","Experiment1"
"5767","0.9",151,1,"Correct","ImmediateRec",21,0.960958052194346,"Strong","Experiment1"
"5770","0.1",154,1,"Correct","ImmediateRec",21,0.280764764550369,"Strong","Experiment1"
"5774","0.1",158,0,"Correct","ImmediateRec",21,0.108781556576325,"Strong","Experiment1"
"5780","0.5",164,0,"Correct","ImmediateRec",21,0.654254800847484,"Flat","Experiment1"
"5781","0.5",165,1,"Incorrect","ImmediateRec",21,0.637634389520568,"Flat","Experiment1"
"5785","0.9",169,1,"Incorrect","ImmediateRec",21,0.868121210226987,"Strong","Experiment1"
"5789","0.5",173,1,"Incorrect","ImmediateRec",21,0.906007517328841,"Flat","Experiment1"
"5793","0.5",177,1,"Correct","ImmediateRec",21,0.62018472554057,"Flat","Experiment1"
"5795","0.1",179,0,"Correct","ImmediateRec",21,0.0339274788183593,"Strong","Experiment1"
"5797","0.5",181,1,"Incorrect","ImmediateRec",21,0.773323072277988,"Flat","Experiment1"
"5802","0.1",186,0,"Correct","ImmediateRec",21,0.170678551694709,"Strong","Experiment1"
"5803","0.9",187,1,"Incorrect","ImmediateRec",21,0.624571148366484,"Strong","Experiment1"
"5804","0.9",188,1,"Incorrect","ImmediateRec",21,0.984056922963069,"Strong","Experiment1"
"5808","0.9",192,0,"Incorrect","ImmediateRec",21,0.894100787763514,"Strong","Experiment1"
"5813","0.5",197,0,"Incorrect","ImmediateRec",21,0.766163011626679,"Flat","Experiment1"
"5814","0.1",198,1,"Correct","ImmediateRec",21,0.401101469840276,"Strong","Experiment1"
"5815","0.9",199,1,"Incorrect","ImmediateRec",21,0.670642992295462,"Strong","Experiment1"
"5819","0.1",203,0,"Correct","ImmediateRec",21,0.250476332418575,"Strong","Experiment1"
"5820","0.5",204,1,"Incorrect","ImmediateRec",21,0.651320795047555,"Flat","Experiment1"
"5821","0.9",205,0,"Incorrect","ImmediateRec",21,0.999639487426393,"Strong","Experiment1"
"5825","0.1",209,1,"Incorrect","ImmediateRec",21,0.285227717984082,"Strong","Experiment1"
"5826","0.1",210,1,"Correct","ImmediateRec",21,0.333223818356078,"Strong","Experiment1"
"5832","0.5",216,1,"Incorrect","ImmediateRec",21,0.763282039320812,"Flat","Experiment1"
"5840","0.1",224,0,"Correct","ImmediateRec",21,0.134666991888477,"Strong","Experiment1"
